Latitude,Longitude,Safety Score
52.27458,-1.52582,58.22290451759255
52.28942,-1.53777,46.32776442568936
52.2867355,-1.5244127,36.93090345026492
52.28638,-1.53128,33.7936726785508
52.28506,-1.5523,58.44945059545801
52.28874,-1.56179,42.65009536227725
52.28662,-1.56082,53.93837896418019
52.29084,-1.57659,61.66028848984397
52.28502,-1.55704,55.27783491146586
52.29121,-1.57794,61.66028848984397
52.2853,-1.53361,38.14993125000933
52.27633,-1.52121,41.924799172287706
52.28727,-1.56382,54.82075561745279
52.272517,-1.526155,41.17068497096522
52.28958,-1.55344,44.600058109684014
52.28249,-1.55023,57.88860305391059
52.28252,-1.55016,57.96963949332762
52.28226,-1.54954,58.8670671200102
52.27635,-1.53088,59.69150443372253
52.28653,-1.53332,36.78903892059377
52.28131,-1.53498,38.82121522962638
52.29014,-1.58454,66.57050338533999
52.28211,-1.54861,60.21009355896092
52.28538,-1.53146,33.46093495234281
52.29001,-1.57894,66.57050338533999
52.28315,-1.55396,55.35184725293969
52.2859,-1.55897,57.49972739568643
52.28726,-1.53566,52.56109184433996
52.28788,-1.56656,55.60616050035932
52.27509,-1.52648,58.96036741672109
52.2936,-1.53702,45.17257129985304
52.290809,-1.5830862,52.2166617603768
52.28253,-1.55049,57.95843341324189
52.28354,-1.54218,58.438764845927
52.29226,-1.5382,45.27139767695277
52.2865,-1.53728,23.52497804658034
52.28223,-1.5349,36.21956875149255
52.27637,-1.52971,59.61885391050446
52.28729,-1.5341,43.29730284759532
52.28774,-1.53234,45.83025083432008
52.28969,-1.55026,45.20162985959288
52.29097,-1.58302,66.57050338533999
52.28967,-1.55088,44.45958940660708
52.28218,-1.54736,60.35904559887671
52.29612,-1.53701,47.28169772676468
52.29117,-1.57778,71.48071828083603
52.28574,-1.53636,27.51046953219185
52.29023,-1.57507,66.57050338533999
52.28958,-1.55372,44.600058109684014
52.28656,-1.56379,54.77513449881853
52.28726,-1.56413,54.82075561745279
52.28799,-1.54528,55.23715226614881
52.29057,-1.58019,71.48071828083603
52.28695,-1.53701,41.677563729333485
52.28565,-1.54992,56.50458755315826
52.28665,-1.56084,53.63222647669122
52.28679,-1.53738,23.983608853294967
52.2851,-1.53618,22.930782457760003
52.29631,-1.537,47.28169772676468
52.28997,-1.57908,66.57050338533999
52.28475,-1.53377,35.82900996456653
52.28279,-1.55354,55.35184725293969
52.28309,-1.54473,58.17263171835626
52.27645,-1.51993,41.06175956252304
52.28211,-1.53491,36.21956875149255
52.28509,-1.5357,22.954932876616752
52.28729,-1.53337,38.44667648606723
52.2856,-1.56199,57.49972739568643
52.289077,-1.5384772,53.01651885024848
52.28835,-1.56838,46.96589075157726
52.28392,-1.53917,54.9207277608788
52.2883539,-1.5380516,53.936546129618215
52.2913,-1.57814,66.57050338533999
52.2853,-1.53665,22.67661334391898
52.28827,-1.53619,33.24378348061042
52.28712,-1.53468,52.68213197221805
52.28023,-1.54084,39.16314783208188
52.28406,-1.53513,46.52232087705313
52.28972,-1.5501,45.20162985959288
52.27902,-1.54565,46.55240313266994
52.28486,-1.53346,35.64992266945124
52.28779,-1.5352,34.08646464808355
52.28736,-1.53318,45.510062482441946
52.28251,-1.55001,58.8670671200102
52.28549,-1.56326,58.14456228953282
52.28633,-1.56024,57.80587988317538
52.29599,-1.5374,46.4213712632836
52.28653,-1.56066,53.68508167373018
52.28097,-1.53633,38.02557119274035
52.28991,-1.5792,66.57050338533999
52.29311,-1.53828,45.26045875885973
52.27856,-1.54559,46.49654636843283
52.27856,-1.54535,46.49654636843283
52.27642,-1.52697,59.4545223830061
52.28726,-1.5356,52.56046252073089
52.28616,-1.54912,56.09925529019046
52.29012,-1.54394,44.88284634211707
52.28508,-1.53553,23.04544234104757
52.2812049,-1.5469286,39.831162440222286
52.28985,-1.54662,44.65645494546239
52.28937,-1.55954,43.22698979443006
52.28909,-1.53767,46.11982184917886
52.27924,-1.54296,40.71901983317226
52.28705,-1.56206,55.0145482988554
52.27626,-1.53483,59.516646332811575
52.28742,-1.56498,45.18079240275424
52.28616,-1.54906,56.09925529019046
52.29125,-1.57803,71.48071828083603
52.28534,-1.53664,22.67661334391898
52.29302,-1.53706,36.02596011018061
52.28866,-1.56201,42.317821533534286
52.28732,-1.5474,54.77543343246172
52.28273,-1.53471,35.81198581884903
52.2844,-1.53153,33.49408465462765
52.28816,-1.53979,54.16411940519501
52.27607,-1.51742,42.80331444413135
52.28236,-1.5312424,58.89200743959229
52.28545,-1.53294,37.98512277665723
52.28788,-1.53469,39.30994744188009
52.28252,-1.55296,55.35184725293969
52.28471,-1.55646,55.43091115521034
52.28707,-1.52483,35.60419599377711
52.28768,-1.54006,24.595677759083667
52.28619,-1.56407,57.067762341963245
52.2888,-1.57006,44.76263169736514
52.29122,-1.57793,61.66028848984397
52.28708,-1.53386,52.83648348521821
52.28959,-1.55337,44.67884178301515
52.28749,-1.53436,38.704370817372805
52.28793,-1.53475,39.25078770155177
52.2762555,-1.5348337,37.20676506502627
52.2876,-1.56522,49.90661151187973
52.2854,-1.55777,54.53258004024551
52.27856,-1.54514,45.92922809542261
52.28542,-1.5579,54.22642755275655
52.28245,-1.55269,55.35184725293969
52.281384,-1.5470501,39.831162440222286
52.28735,-1.53417,38.704370817372805
52.286249,-1.533494,42.736857677852974
52.28038,-1.53972,37.71895314325874
52.28757,-1.56476,45.18079240275424
52.28964,-1.57311,71.48071828083603
52.28332,-1.54408,60.55348497297756
52.28748,-1.56509,44.996396616383706
52.28345,-1.53435,36.164814786756295
52.2793,-1.52981,44.77730819793058
52.28557,-1.53472,36.672010799752144
52.28636,-1.56032,55.11406719961619
52.2883984,-1.5382739,53.98157528522132
52.29004,-1.57979,66.57050338533999
52.27619,-1.51641,44.45948896179343
52.2899038,-1.579364,52.2166617603768
52.28766,-1.56437,45.10508647616215
52.2840609,-1.5351349,37.679224026891234
52.284,-1.53412,44.293350593484135
52.28551,-1.5365,22.706147612669096
52.28715,-1.53747,53.07806337704603
52.2794,-1.54578,45.19613613899968
52.29031,-1.53654,36.21329108290308
52.28683,-1.53357,35.70504689222158
52.28372,-1.53421,36.257377496975685
52.28582,-1.55874,57.80587988317538
52.29414,-1.53713,45.27051005077367
52.27959,-1.54576,45.19613613899968
52.28443,-1.55604,55.583987398954825
52.28238,-1.54998,58.8670671200102
52.28592,-1.56422,56.80253704043212
52.28702,-1.53322,38.40656695408104
52.28574,-1.56431,57.68436767546468
52.28652,-1.54854,56.15154752382043
52.28799,-1.53174,45.77926899992448
52.29009,-1.53802,46.36618130558311
52.28791,-1.5347,39.30994744188009
52.2901428,-1.5845361,59.452458051221655
52.28492,-1.53438,38.2281220971035
52.27638,-1.52292,42.46227932450602
52.2930159,-1.5370596,59.79987827326567
52.28712,-1.53681,41.67312811970332
52.28968,-1.55082,44.6898467340642
52.28855,-1.53626,35.247737481594456
52.29095,-1.58167,66.57050338533999
52.28434,-1.55584,55.77761878588468
52.29081,-1.58082,66.57050338533999
52.28248,-1.55001,58.8670671200102
52.28806,-1.54344,53.2392405242911
52.28629,-1.54861,56.15154752382043
52.28275,-1.55349,55.35184725293969
52.27627,-1.5342,59.094641399416616
52.2863,-1.53189,33.717761753326805
52.28668,-1.53731,23.60720209685609
52.288495,-1.5306291,46.01713218830206
52.28323,-1.53446,35.516430540854714
52.28579389999999,-1.5332444,57.27284784076426
52.28214,-1.54747,60.35904559887671
52.28655,-1.56064,53.63222647669122
52.28951,-1.55518,44.39265064380423
52.28714,-1.53329,38.40183690160899
52.28517,-1.55178,58.44945059545801
52.28138,-1.53471,38.437765071806176
52.28755,-1.53444,38.68643189660749
52.27921,-1.54481,41.90498540389262
52.29094,-1.58286,66.57050338533999
52.28741,-1.53865,24.518231220619253
52.28403,-1.53464,23.40952621815136
52.28634,-1.56102,53.45808383144994
52.29001,-1.57887,61.66028848984397
52.28793,-1.5348,39.25078770155177
52.28974,-1.54926,44.76146142037022
52.28796,-1.5668,45.72356174968324
52.28997,-1.57858,66.57050338533999
52.28838,-1.53065,46.870676455489416
52.27593,-1.51663,44.15434233786807
52.28658,-1.56075,53.63222647669122
52.2878584,-1.5363235,53.405833414867686
52.28766,-1.56534,49.90661151187973
52.27444,-1.52549,57.89618915238884
52.28754,-1.54134,23.829586299613297
52.28726,-1.56445,54.92551626715421
52.28243,-1.53486,36.18638059235397
52.27646,-1.52497,43.58222792955204
52.28295,-1.55368,55.35184725293969
52.28727,-1.53421,52.71362290109087
52.29093,-1.58276,71.48071828083603
52.28959,-1.55341,44.67884178301515
52.29353,-1.53805,45.41614098343404
52.28657,-1.52949,35.25866922756105
52.27424,-1.525,57.66973372899598
52.28796939999999,-1.5362706,53.33544180932671
52.2896,-1.55306,44.67884178301515
52.29019,-1.58442,66.57050338533999
52.2885,-1.53063,46.93853342468711
52.28439,-1.55596,55.583987398954825
52.28711,-1.54778,54.99586733332542
52.2847851,-1.5325758,57.35137869873
52.28815,-1.56762,45.52517858069221
52.28413,-1.53464,23.36284661293228
52.28816,-1.53619,33.42564303008021
52.28731,-1.56472,55.0012221937463
52.2742,-1.52487,57.66973372899598
52.28506,-1.53357,38.112114563219166
52.27472,-1.52606,58.29115371051928
52.29071,-1.58299,66.57050338533999
52.27957,-1.5459,45.19613613899968
52.29139,-1.5783,66.57050338533999
52.28969,-1.55079,44.6898467340642
52.28459,-1.55636,55.583987398954825
52.286249,-1.540875,41.230210927750136
52.2902,-1.5387,46.0139676130942
52.27633,-1.51851,42.77376594771875
52.28821,-1.56298,44.704173989770446
52.28594,-1.54932,56.09925529019046
52.28724,-1.53434,33.728082472181285
52.27432,-1.52477,57.66973372899598
52.27585,-1.51667,44.46260191060951
52.28726,-1.53345,52.68276715430391
52.28904,-1.53767,46.11982184917886
52.2914,-1.57826,71.48071828083603
52.2758,-1.52685,59.44378657197201
52.28699,-1.53323,38.40656695408104
52.28511,-1.53628,26.34348600949556
52.2863,-1.56011,57.49972739568643
52.29021,-1.5418,43.796380712681305
52.28659,-1.53338,38.348898240687845
52.28724,-1.53554,52.53403690995413
52.2854,-1.56318,58.14456228953282
52.28751,-1.53444,38.704370817372805
52.27645,-1.52624,44.45647205655396
52.28674,-1.52441,36.93090345026492
52.28526,-1.53365,38.14993125000933
52.27587,-1.51677,44.46260191060951
52.28801,-1.53938,53.85364523873991
52.28211,-1.54772,60.300694003213785
52.2931277,-1.5359592,50.43340519827913
52.28429,-1.53484,23.28771639394779
52.28785,-1.53471,39.30994744188009
52.29134,-1.57799,61.66028848984397
52.28646,-1.56055,53.37892918624123
52.29051,-1.58014,66.57050338533999
52.2861809,-1.5318264,40.83580708744515
52.28821,-1.53106,39.15969459132401
52.28337,-1.53438,36.03112021619759
52.2885,-1.56897,56.78632054256932
52.28621,-1.54867,56.15154752382043
52.28254,-1.55011,58.76103432226535
52.28644,-1.56319,54.84562377490674
52.28426,-1.53476,23.28771639394779
52.281047,-1.5446566,38.14985570797971
52.28726,-1.53821,24.529160724215554
52.28761,-1.54672,54.70428650790701
52.28689,-1.53364,33.344140209854785
52.2874242,-1.5356918,52.57817743773008
52.290212,-1.5418035,48.824346564903855
52.28959,-1.55343,44.67884178301515
52.29094,-1.58259,61.66028848984397
52.28819,-1.54012,54.16411940519501
52.28787,-1.5663,55.60616050035932
52.27646,-1.51919,42.1235809474773
52.29054,-1.57827,61.66028848984397
52.28819,-1.5403,54.08186331887577
52.28784,-1.56382,45.00032582646073
52.27586,-1.51665,44.46260191060951
52.28658,-1.56061,53.63222647669122
52.28757,-1.5382,53.11909301741543
52.2961,-1.53742,47.28169772676468
52.28793,-1.5667,55.543991540675286
52.2902,-1.53805,46.36618130558311
52.28455,-1.53545,23.07101620371248
52.27632,-1.52168,41.924799172287706
52.27517,-1.52654,58.96036741672109
52.28442,-1.5352,23.26939725788377
52.29015,-1.57997,66.57050338533999
52.28573,-1.53308,35.63403130013864
52.29081,-1.58309,66.57050338533999
52.28486,-1.55428,58.29019708394806
52.27593,-1.52691,59.44378657197201
52.28947,-1.5725,44.71021762615743
52.29114,-1.57753,71.48071828083603
52.28646,-1.56076,53.37892918624123
52.28525,-1.53662,22.67661334391898
52.28805,-1.5349,39.44267961694013
52.29078,-1.57815,71.48071828083603
52.28248,-1.55028,57.88860305391059
52.27598,-1.51715,43.95230213009713
52.28782,-1.56596,44.96191877699687
52.28494,-1.55356,58.29019708394806
52.28503,-1.53355,38.112114563219166
52.28474,-1.53544,23.047415315614835
52.29131,-1.53673,35.585857336838075
52.28964,-1.55163,44.12699108838739
52.27608,-1.51758,42.68063317194584
52.2792974,-1.5298098,42.256470750267134
52.28779,-1.53467,39.00077217925365
52.27968,-1.54216,39.84133003716429
52.2857262,-1.5330768,57.04704278085693
52.286249,-1.526155,35.95888116147059
52.27435,-1.52474,57.66973372899598
52.2873121,-1.5357703,52.56109184433996
52.2909716,-1.5830234,52.2166617603768
52.28506,-1.53542,26.71044086916061
52.28678,-1.54828,56.15154752382043
52.28603,-1.53736,25.288309604250887
52.27966,-1.5453,44.871616940487534
52.29134,-1.57822,66.57050338533999
52.29141,-1.57826,61.66028848984397
52.28603,-1.55937,57.80587988317538
52.28903,-1.53796,45.6240444924297
52.28755,-1.53914,24.518231220619253
52.28903,-1.53799,45.46984428861168
52.2912,-1.53811,45.03533991821598
52.2858,-1.53649,22.710992715465363
52.28248,-1.55215,58.80369318765304
52.28264,-1.55111,58.78585764238876
52.28793,-1.53478,39.25078770155177
52.27919,-1.5457,45.19613613899968
52.28217,-1.54919,58.99788528857838
52.27606,-1.52694,59.57243753032871
52.27962,-1.54523,41.54848913972534
52.28483,-1.55438,58.29019708394806
52.28807,-1.5438,53.15184363788208
52.28581699999999,-1.5330837,57.27284784076426
52.2852,-1.53652,22.666420277537224
52.2871,-1.53666,52.60515859975548
52.2894565,-1.5591778,48.25495564665261
52.28959,-1.55338,44.67884178301515
52.28945,-1.55792,45.26947043456965
52.28699,-1.53319,38.40656695408104
52.291387,-1.5783038,52.2166617603768
52.28946,-1.55918,43.22698979443006
52.28788,-1.56643,45.78573070936727
52.2896,-1.55258,44.467075234743255
52.2854,-1.5504,55.76767299824648
52.28855,-1.53521,40.279937482372944
52.28688,-1.52646,35.51529878247264
52.29116,-1.57764,61.66028848984397
52.28669,-1.56092,53.6180294304507
52.28422,-1.53473,23.299437614151177
52.2902026,-1.5386973,51.041933465316745
52.28743,-1.56501,49.90661151187973
52.28817,-1.54053,54.08186331887577
52.28713,-1.5351,52.68043505849349
52.28458,-1.53426,38.255125441685855
52.28996540000001,-1.5785805,52.2166617603768
52.28342,-1.5436,60.55348497297756
52.28762,-1.53478,33.9358737625326
52.29035,-1.58405,66.57050338533999
52.28151,-1.53475,36.33500016790278
52.27642,-1.52703,59.4545223830061
52.28554,-1.5501,55.76767299824648
52.280894,-1.5445862,38.14985570797971
52.2899,-1.57936,66.57050338533999
52.28464,-1.55642,55.583987398954825
52.29047,-1.58365,66.57050338533999
52.28032,-1.54049,38.73847553048533
52.28476,-1.55544,55.27783491146586
52.2882476,-1.5380635,54.0621029904341
52.29062,-1.53807,45.72759399589796
52.28436,-1.53507,23.28771639394779
52.28885,-1.56141,42.5952942723875
52.28749,-1.53441,38.704370817372805
52.28726,-1.56333,54.82075561745279
52.2821,-1.54798,60.300694003213785
52.28639,-1.56041,55.42021968710515
52.28485,-1.53145,33.47529865739723
52.28244,-1.55252,54.795306345699416
52.28713,-1.53791,24.538949050434294
52.2763825,-1.5284333,35.2062671306625
52.29086,-1.58311,66.57050338533999
52.28376,-1.55485,55.09792315433533
52.28743,-1.53793,53.235409547622446
52.28752,-1.56476,45.18079240275424
52.27628,-1.5356,59.43733688769388
52.28903,-1.53794,45.6240444924297
52.28683,-1.56127,53.29309315577648
52.27645,-1.52028,41.77587509598206
52.28683,-1.56086,53.48444207959927
52.29064,-1.58028,66.57050338533999
52.27903,-1.54334,40.53278475588281
52.28525,-1.56258,58.84655788468074
52.29092,-1.58136,66.57050338533999
52.28523,-1.53365,38.14993125000933
52.28994,-1.54488,45.10410710634997
52.28768,-1.53979,24.595677759083667
52.29359,-1.53717,45.27592979815165
52.2824,-1.55,58.8670671200102
52.284399,-1.5315297,33.49408465462765
52.2895,-1.55855,43.52669257058693
52.28718,-1.53541,52.572996951771536
52.28291,-1.53462,35.76748884793059
52.2913023,-1.5778892,52.2166617603768
52.28776,-1.53862,53.37131509104173
52.28998,-1.57966,66.57050338533999
52.28273,-1.54573,60.16953615607893
52.28632,-1.53186,33.717761753326805
52.29629,-1.53701,47.28169772676468
52.28416929999999,-1.5321236,57.39993194670756
52.28924,-1.56007,43.22698979443006
52.27632,-1.53311,59.41624548551301
52.2827,-1.55337,55.35184725293969
52.2826,-1.5515,58.78585764238876
52.28536,-1.55769,54.53258004024551
52.2875,-1.53289,45.510062482441946
52.2721847,-1.5256998,40.48488895253101
52.28538,-1.55773,54.22642755275655
52.28731,-1.53577,52.56109184433996
52.28721,-1.56292,54.90688857272007
52.28544,-1.55795,54.53258004024551
52.27638,-1.52843,52.015216203373726
52.2812835,-1.5456867,39.831162440222286
52.27648,-1.52008,41.4104988368486
52.28924,-1.57167,56.05794674203536
52.28753,-1.56515,54.81682640737575
52.2869,-1.53339,37.98221502415813
52.28806,-1.53153,53.144213168828045
52.28944,-1.5567,45.610933672616575
52.27635,-1.51873,42.42098244405265
52.28675,-1.56105,53.0636131352028
52.2883,-1.5307,46.870676455489416
52.2897243,-1.5500951,50.22959571181544
52.28397,-1.53666,51.29305260026804
52.28502,-1.53352,38.112114563219166
52.28648,-1.56386,54.84562377490674
52.28589,-1.54948,56.078441562873074
52.28746,-1.56498,45.18079240275424
52.28418,-1.53414,38.318442980480015
52.28478,-1.53391,35.65733394124908
52.28578,-1.5316,33.397582994501
52.28803,-1.54452,53.15184363788208
52.28794,-1.54571,54.42750820124751
52.27488,-1.52629,58.3528821353299
52.2896,-1.55327,44.67884178301515
52.28744,-1.56499,44.996396616383706
52.28797,-1.53627,33.22652217435468
52.27643,-1.52409,42.69478461975279
52.292597,-1.5369774,59.67009018632273
52.28252,-1.55003,58.82781130258656
52.28613,-1.54898,56.09925529019046
52.28785,-1.53888,49.45370072888003
52.29111,-1.57742,61.66028848984397
52.28772,-1.5655,44.92155465905556
52.27921,-1.54475,41.40096736619461
52.28491,-1.55395,58.29019708394806
52.28628,-1.56007,57.80587988317538
52.28959,-1.55357,44.600058109684014
52.29134,-1.57801,66.57050338533999
52.277348,-1.518688,33.73174251623892
52.28775,-1.5641,45.00032582646073
52.28397,-1.53858,54.35079433491873
52.28535,-1.55051,55.76767299824648
52.28765,-1.53256,38.71220550020173
52.28968,-1.55093,44.71962644912493
52.28807,-1.54264,53.2392405242911
52.28499,-1.55289,58.29019708394806
52.28813,-1.54107,53.11808921395904
52.28994,-1.57412,61.66028848984397
52.28411,-1.53582,51.739883334426175
52.2900115,-1.5445292,54.66795084609117
52.28698,-1.53761,24.134262068178145
52.28477,-1.54724,56.41188454483994
52.28556,-1.53567,35.11723855920449
52.28604,-1.53626,30.14447940307595
52.28459,-1.53544,30.40101325993856
52.28693,-1.54914,53.02988035151908
52.28128,-1.5466,37.52913123621875
52.28987,-1.54604,44.52206181398745
52.29107,-1.54668,50.79032464890943
52.2854409,-1.5373244,51.65846984453984
52.28748,-1.53651,31.36564912320788
52.28403,-1.53327,33.40375881919334
52.28807,-1.5401,44.53209114496539
52.28269,-1.54571,38.60344843161617
52.28336,-1.54443,55.28714064365652
52.28285,-1.54579,38.60344843161617
52.28325,-1.54678,56.7940087299186
52.2833039,-1.5488877,67.02545757345668
52.2898457,-1.5466228,59.608858780287335
52.28894,-1.53799,31.579248519751
52.28823,-1.53807,30.657766664766186
52.28416,-1.53771,32.10907768204684
52.28125,-1.54696,37.52913123621875
52.28686,-1.54923,53.02988035151908
52.28164,-1.5455,37.30521930977528
52.2844,-1.53586,30.16015994865079
52.2789332,-1.5472643,69.6815857343799
52.28359,-1.5432,57.53596264016607
52.28974,-1.54664,51.51151798939341
52.2899,-1.54445,44.76509538539055
52.28394,-1.53196,55.79504004244533
52.28767,-1.53763,29.84404604217582
52.2861,-1.53629,30.28884301624023
52.2853,-1.53458,35.4860767845559
52.28324,-1.5448,37.0965803453541
52.28437,-1.53618,30.13760507536512
52.281418,-1.548171,53.98443226117716
52.286249,-1.548171,46.94342270780631
52.28129,-1.54557,37.30521930977528
52.28437,-1.53638,29.895181425957283
52.28963,-1.5346,57.456663728011634
52.28128,-1.54569,37.52913123621875
52.28781,-1.53787,29.606356044136696
52.28303,-1.54554,49.18693493383008
52.28706,-1.53687,29.16258330467887
52.2836,-1.54297,57.53596264016607
52.28554,-1.54724,53.60269422753279
52.28898,-1.53803,31.579248519751
52.28136,-1.54574,37.52913123621875
52.28399,-1.53982,33.166007229519444
52.28694,-1.53705,30.28025237617874
52.28434,-1.53665,29.904266861304187
52.28778,-1.54773,51.322657520191854
52.289,-1.53803,31.11600266364848
52.28879,-1.5466,52.0217178503622
52.28829,-1.54684,51.69839205614901
52.28459,-1.54724,56.472341489228086
52.28805,-1.53961,44.56842640510806
52.2789466,-1.5471869,49.69336083005255
52.2857,-1.53616,34.93667279863018
52.28673,-1.54981,53.00906662420171
52.2856,-1.53589,34.93667279863018
52.28544,-1.53655,29.996417333763304
52.28972,-1.53543,57.36801406904664
52.28676,-1.54975,53.00906662420171
52.28835,-1.53805,30.37457968864088
52.28687,-1.53698,35.718876415031154
52.28788,-1.53797,30.66635319033477
52.29147,-1.54715,51.60623695276774
52.28984,-1.54405,45.045154523905225
52.28362,-1.54303,57.53596264016607
52.28405,-1.53303,33.428172804737365
52.28443,-1.53323,33.310173397252065
52.28408,-1.53901,32.78470661045597
52.28479,-1.53544,30.37741237184092
52.28437,-1.53661,29.904266861304187
52.28415,-1.53795,33.11256400769723
52.28029,-1.53424,34.16552743448248
52.2919643,-1.53576,49.902490691131966
52.28416,-1.53212,55.76319364820888
52.28554,-1.53538,35.33171797857425
52.28836,-1.53621,32.54174123137765
52.28573,-1.5473,53.60269422753279
52.28138,-1.54705,37.52913123621875
52.28995,-1.54452,44.76509538539055
52.28807,-1.53799,30.794243089146462
52.28888,-1.54656,52.0217178503622
52.2897651,-1.5354354,50.52240516537731
52.28945,-1.5352,57.4545170983406
52.28128,-1.5456,37.30521930977528
52.28677,-1.53687,33.31902362007543
52.28894,-1.53798,31.77217624965084
52.29191,-1.54761,51.66136133890774
52.28342,-1.54688,56.7940087299186
52.28671,-1.54984,53.00906662420171
52.28807,-1.53995,44.53209114496539
52.2865,-1.5367,30.8949268967169
52.28443,-1.53559,30.30644500418457
52.2807,-1.5345,33.4090643178048
52.28698,-1.53696,29.123648803165047
52.29001,-1.54453,44.76509538539055
52.28294,-1.54552,38.272598754848616
52.28931,-1.54004,44.72023452966812
52.28606,-1.53626,34.95178090261056
52.2923339,-1.5382023,49.694946861933474
52.28869,-1.54655,51.5647555613841
52.28379,-1.54127,35.83796672176342
52.28949,-1.53501,57.37174926167468
52.29037,-1.53552,57.01960017467187
52.28623,-1.53647,35.42140612376196
52.283,-1.54587,56.7940087299186
52.28772,-1.5364,31.631341473123275
52.28663,-1.53679,35.63544632282937
52.28714,-1.54876,52.369906891192265
52.28418,-1.53214,55.76319364820888
52.28451,-1.53545,30.40101325993856
52.28579,-1.54732,53.60269422753279
52.28709,-1.5489,51.97208808925629
52.28718,-1.53751,43.44603511681641
52.28346,-1.54403,57.177957546817225
52.28037,-1.53437,33.7734199387501
52.28415,-1.5367,29.93126691341021
52.28681,-1.54941,53.02988035151908
52.28874,-1.53809,31.15851710808516
52.28131,-1.54571,37.52913123621875
52.28612,-1.54787,52.601316720076106
52.28279,-1.5458,38.60344843161617
52.28321,-1.54669,56.7940087299186
52.28602,-1.53626,34.80741728944628
52.28366,-1.54227,36.74047792270425
52.28818,-1.5401,44.53209114496539
52.28895,-1.53801,31.579248519751
52.28099,-1.5346,33.59199828009849
52.28901,-1.53802,31.11600266364848
52.28403,-1.53316,50.16560750921395
52.28529959999999,-1.5345806,50.34978005214494
52.2851,-1.53592,30.260779513986087
52.28409,-1.53262,55.7842173525471
52.28532,-1.53666,30.00661040014506
52.28616,-1.53637,34.99365440302443
52.28347,-1.54692,56.7940087299186
52.28368,-1.5431,57.2003947680181
52.28621,-1.53646,30.758468237391632
52.28862,-1.54005,45.369711870284654
52.2923727,-1.5481874,51.76956801457051
52.28691,-1.53702,31.047596110846587
52.28354,-1.54357,57.69753953808772
52.28136,-1.54553,37.30521930977528
52.28829,-1.53571,32.49807118593546
52.28282,-1.54582,38.60344843161617
52.28724,-1.53689,29.11992476640798
52.28443,-1.5356,30.29887054582109
52.28352,-1.54377,38.9873972485148
52.28436,-1.53586,30.16015994865079
52.28377,-1.54315,57.2003947680181
52.28143,-1.54555,37.30521930977528
52.28182,-1.54551,37.30521930977528
52.28795,-1.53915,44.02473179298615
52.2834728,-1.5469188,50.65525885257585
52.28342,-1.5442,38.9873972485148
52.28594,-1.54749,53.60269422753279
52.28438,-1.53647,29.895181425957283
52.28527,-1.54722,53.60269422753279
52.28727,-1.53664,31.321284857918464
52.2837661,-1.5431489,47.67041733695148
52.28996,-1.54479,44.986356149623454
52.28661,-1.54955,53.00906662420171
52.28964,-1.54227,44.93581135302891
52.28992,-1.545,44.30378109446219
